Service ID Code,Team Name,Pathway,Division,Location
1155,Southwark Team 16,Pathway 1,Division 2,Site 6
1296,Lambeth Team 2,Pathway 1,Division 1,Site 9
1445,Southwark Team 3,Pathway 2,Division 1,Site 11
1829,Southwark Team 11,Pathway 2,Division 2,Site 9
1740,Croydon Team 2,Pathway 3,Division 2,Site 4
1499,Southwark Team 16,Pathway 2,Division 1,Site 9
1696,Lewisham Team 7,Pathway 1,Division 1,Site 6
1444,Southwark Team 7,Pathway 2,Division 2,Site 5
1070,Lewisham Team 5,Pathway 3,Division 1,Site 9
1605,Southwark Team 4,Pathway 3,Division 1,Site 7
1750,Lambeth Team 14,Pathway 2,Division 2,Site 9
1148,Lambeth Team 14,Pathway 3,Division 2,Site 5
1508,Southwark Team 14,Pathway 3,Division 1,Site 4
1721,Southwark Team 2,Pathway 1,Division 1,Site 10
1177,Lewisham Team 6,Pathway 2,Division 2,Site 3
1734,Lambeth Team 9,Pathway 1,Division 1,Site 5
1627,Lambeth Team 1,Pathway 1,Division 1,Site 9
1517,Lambeth Team 4,Pathway 3,Division 2,Site 3
1621,Lambeth Team 7,Pathway 1,Division 1,Site 1
1049,Lambeth Team 11,Pathway 2,Division 1,Site 2
1149,Lambeth Team 14,Pathway 2,Division 1,Site 10
1315,Croydon Team 2,Pathway 2,Division 1,Site 5
1639,Southwark Team 4,Pathway 1,Division 2,Site 3
1005,Lewisham Team 9,Pathway 2,Division 1,Site 6
1354,Lambeth Team 3,Pathway 2,Division 1,Site 11
1999,Lambeth Team 8,Pathway 1,Division 2,Site 8
1809,Southwark Team 14,Pathway 1,Division 1,Site 6
1889,Lewisham Team 6,Pathway 1,Division 1,Site 10
1647,Croydon Team 3,Pathway 1,Division 2,Site 9
1735,Lambeth Team 9,Pathway 3,Division 1,Site 6
1647,Southwark Team 4,Pathway 1,Division 1,Site 5
1889,Lambeth Team 12,Pathway 1,Division 1,Site 4
1905,Southwark Team 12,Pathway 2,Division 1,Site 2
1771,Lewisham Team 6,Pathway 2,Division 1,Site 6
1799,Croydon Team 8,Pathway 1,Division 1,Site 2
1149,Southwark Team 10,Pathway 1,Division 1,Site 5
1857,Croydon Team 5,Pathway 1,Division 2,Site 1
1773,Lewisham Team 7,Pathway 2,Division 2,Site 3
1877,Croydon Team 8,Pathway 2,Division 2,Site 10
1627,Southwark Team 2,Pathway 1,Division 1,Site 5
1009,Croydon Team 4,Pathway 2,Division 2,Site 7
1131,Lewisham Team 2,Pathway 2,Division 2,Site 8
1303,Lewisham Team 8,Pathway 1,Division 2,Site 7
1313,Lambeth Team 14,Pathway 2,Division 2,Site 7
1295,Southwark Team 13,Pathway 1,Division 1,Site 11
1303,Southwark Team 3,Pathway 3,Division 1,Site 2
1009,Lewisham Team 2,Pathway 3,Division 1,Site 6
1146,Croydon Team 2,Pathway 3,Division 2,Site 5
1082,Lambeth Team 15,Pathway 2,Division 1,Site 11
1284,Lambeth Team 11,Pathway 3,Division 2,Site 9
1119,Lewisham Team 5,Pathway 2,Division 1,Site 10
1309,Lambeth Team 15,Pathway 1,Division 1,Site 11
1517,Croydon Team 8,Pathway 3,Division 2,Site 4
1838,Southwark Team 15,Pathway 2,Division 2,Site 7
1140,Lambeth Team 15,Pathway 3,Division 1,Site 11
1416,Southwark Team 8,Pathway 2,Division 1,Site 8
1947,Croydon Team 3,Pathway 2,Division 1,Site 6
1245,Croydon Team 8,Pathway 1,Division 2,Site 3
1578,Lambeth Team 15,Pathway 2,Division 2,Site 11
1775,Southwark Team 14,Pathway 2,Division 2,Site 5
1013,Lambeth Team 11,Pathway 3,Division 2,Site 1
1464,Croydon Team 5,Pathway 1,Division 1,Site 8
1171,Southwark Team 3,Pathway 2,Division 2,Site 11
1892,Lewisham Team 9,Pathway 3,Division 2,Site 2
1349,Southwark Team 16,Pathway 1,Division 2,Site 10
1078,Lambeth Team 9,Pathway 2,Division 1,Site 7
1020,Southwark Team 7,Pathway 3,Division 1,Site 9
1872,Lambeth Team 11,Pathway 1,Division 2,Site 1
1110,Southwark Team 2,Pathway 1,Division 2,Site 4
1437,Lewisham Team 2,Pathway 1,Division 1,Site 7
1562,Lambeth Team 11,Pathway 1,Division 1,Site 9
1216,Lewisham Team 8,Pathway 2,Division 2,Site 2
1102,Lambeth Team 8,Pathway 2,Division 1,Site 2
1125,Lambeth Team 4,Pathway 1,Division 2,Site 6
1320,Lewisham Team 5,Pathway 1,Division 1,Site 3
1887,Southwark Team 4,Pathway 2,Division 2,Site 4
1299,Southwark Team 9,Pathway 3,Division 2,Site 3
1158,Croydon Team 1,Pathway 1,Division 2,Site 1
1729,Southwark Team 3,Pathway 2,Division 2,Site 6
1827,Lewisham Team 2,Pathway 2,Division 1,Site 11
1276,Croydon Team 6,Pathway 3,Division 1,Site 11
1332,Lewisham Team 5,Pathway 2,Division 2,Site 2
1767,Lambeth Team 10,Pathway 1,Division 1,Site 2
1529,Lambeth Team 14,Pathway 2,Division 2,Site 7
1598,Lambeth Team 7,Pathway 1,Division 1,Site 5
1756,Lambeth Team 12,Pathway 2,Division 2,Site 8
1464,Southwark Team 7,Pathway 1,Division 1,Site 2
1055,Southwark Team 12,Pathway 1,Division 1,Site 10
1784,Croydon Team 8,Pathway 2,Division 1,Site 8
1077,Lewisham Team 6,Pathway 1,Division 1,Site 7
1962,Lambeth Team 11,Pathway 2,Division 2,Site 10
1707,Lewisham Team 5,Pathway 2,Division 2,Site 8
1061,Lambeth Team 13,Pathway 2,Division 1,Site 11
1213,Lewisham Team 1,Pathway 1,Division 1,Site 3
1002,Lambeth Team 8,Pathway 2,Division 1,Site 8
1799,Lambeth Team 7,Pathway 3,Division 1,Site 6
1320,Croydon Team 3,Pathway 1,Division 2,Site 2
1287,Croydon Team 3,Pathway 3,Division 1,Site 6
1445,Southwark Team 2,Pathway 3,Division 1,Site 5
1315,Southwark Team 7,Pathway 3,Division 1,Site 3
1519,Croydon Team 6,Pathway 3,Division 1,Site 1
1524,Lewisham Team 3,Pathway 2,Division 1,Site 7
1366,Southwark Team 5,Pathway 3,Division 1,Site 2
1620,Lambeth Team 8,Pathway 1,Division 1,Site 1
1388,Southwark Team 7,Pathway 3,Division 1,Site 1
1262,Southwark Team 12,Pathway 3,Division 2,Site 7
1501,Lewisham Team 3,Pathway 3,Division 1,Site 1
1992,Southwark Team 6,Pathway 2,Division 1,Site 9
1237,Lambeth Team 15,Pathway 3,Division 1,Site 6
1812,Lambeth Team 5,Pathway 3,Division 1,Site 4
1295,Lewisham Team 7,Pathway 3,Division 2,Site 4
1812,Southwark Team 2,Pathway 1,Division 1,Site 5
1610,Lambeth Team 8,Pathway 2,Division 2,Site 2
1557,Southwark Team 4,Pathway 2,Division 2,Site 5
1574,Lambeth Team 5,Pathway 2,Division 2,Site 2
1713,Southwark Team 8,Pathway 1,Division 2,Site 4
1492,Southwark Team 4,Pathway 3,Division 1,Site 10
1052,Lambeth Team 14,Pathway 1,Division 2,Site 11
1293,Lambeth Team 10,Pathway 2,Division 2,Site 5
1464,Southwark Team 16,Pathway 2,Division 1,Site 6
1851,Lambeth Team 13,Pathway 2,Division 2,Site 6
1335,Southwark Team 7,Pathway 1,Division 2,Site 9
1244,Lewisham Team 6,Pathway 2,Division 2,Site 4
1915,Lewisham Team 8,Pathway 3,Division 2,Site 5
1154,Lambeth Team 10,Pathway 1,Division 1,Site 6
1838,Southwark Team 16,Pathway 3,Division 2,Site 4
1036,Croydon Team 3,Pathway 2,Division 1,Site 6
1538,Lewisham Team 4,Pathway 2,Division 1,Site 2
1158,Lambeth Team 13,Pathway 1,Division 1,Site 7
1678,Southwark Team 15,Pathway 3,Division 2,Site 3
1863,Lewisham Team 3,Pathway 1,Division 2,Site 10
1388,Lewisham Team 5,Pathway 3,Division 1,Site 4
1936,Lewisham Team 4,Pathway 2,Division 1,Site 9
1890,Croydon Team 7,Pathway 1,Division 1,Site 5
1529,Lambeth Team 4,Pathway 1,Division 1,Site 9
1762,Lambeth Team 4,Pathway 3,Division 1,Site 10
1379,Croydon Team 7,Pathway 2,Division 1,Site 10
1851,Lambeth Team 6,Pathway 2,Division 2,Site 10
1094,Southwark Team 13,Pathway 3,Division 2,Site 10
1758,Southwark Team 15,Pathway 3,Division 2,Site 6
1534,Southwark Team 12,Pathway 3,Division 1,Site 8
1949,Lambeth Team 5,Pathway 3,Division 2,Site 5
1131,Croydon Team 4,Pathway 3,Division 1,Site 5
1444,Lewisham Team 8,Pathway 2,Division 1,Site 3
1180,Lewisham Team 4,Pathway 2,Division 2,Site 7
1817,Lewisham Team 8,Pathway 1,Division 1,Site 2
1751,Croydon Team 4,Pathway 2,Division 2,Site 11
1613,Lambeth Team 15,Pathway 3,Division 2,Site 3
1277,Southwark Team 4,Pathway 2,Division 2,Site 2
1154,Southwark Team 15,Pathway 2,Division 1,Site 8
1556,Lewisham Team 7,Pathway 2,Division 1,Site 4
1381,Lewisham Team 1,Pathway 1,Division 1,Site 10
1260,Lewisham Team 9,Pathway 1,Division 2,Site 8
1580,Southwark Team 14,Pathway 3,Division 1,Site 8
1784,Lambeth Team 6,Pathway 3,Division 2,Site 8
1070,Southwark Team 11,Pathway 1,Division 1,Site 8
1421,Southwark Team 12,Pathway 2,Division 2,Site 8
1457,Lewisham Team 4,Pathway 2,Division 2,Site 9
1390,Southwark Team 13,Pathway 1,Division 1,Site 2
1416,Lambeth Team 5,Pathway 3,Division 1,Site 9
1803,Croydon Team 1,Pathway 2,Division 2,Site 8
1136,Croydon Team 8,Pathway 3,Division 2,Site 11
1968,Southwark Team 1,Pathway 2,Division 1,Site 10
1112,Croydon Team 1,Pathway 3,Division 2,Site 1
1026,Southwark Team 3,Pathway 2,Division 1,Site 5
1220,Lambeth Team 13,Pathway 3,Division 1,Site 11
1811,Croydon Team 3,Pathway 3,Division 2,Site 2
1818,Southwark Team 10,Pathway 3,Division 1,Site 10
1015,Lambeth Team 10,Pathway 1,Division 2,Site 5
1111,Southwark Team 14,Pathway 3,Division 1,Site 8
1287,Lambeth Team 10,Pathway 1,Division 2,Site 9
1415,Lambeth Team 6,Pathway 1,Division 1,Site 9
1761,Southwark Team 1,Pathway 3,Division 1,Site 1
1467,Southwark Team 10,Pathway 1,Division 2,Site 7
1361,Croydon Team 4,Pathway 1,Division 1,Site 11
1980,Lambeth Team 4,Pathway 1,Division 2,Site 8
1985,Lewisham Team 6,Pathway 2,Division 2,Site 10
1148,Lewisham Team 3,Pathway 3,Division 2,Site 3
1963,Southwark Team 4,Pathway 1,Division 2,Site 6
1180,Lewisham Team 2,Pathway 3,Division 2,Site 11
1877,Lambeth Team 4,Pathway 1,Division 1,Site 3
1499,Croydon Team 4,Pathway 3,Division 1,Site 9
1265,Lewisham Team 3,Pathway 1,Division 1,Site 3
1697,Lambeth Team 12,Pathway 2,Division 1,Site 2
1034,Southwark Team 16,Pathway 2,Division 1,Site 9
1277,Southwark Team 1,Pathway 2,Division 1,Site 11
1940,Lambeth Team 2,Pathway 1,Division 1,Site 8
1686,Lambeth Team 2,Pathway 3,Division 2,Site 8
1377,Lewisham Team 5,Pathway 1,Division 2,Site 2
1503,Lambeth Team 6,Pathway 2,Division 2,Site 6
1998,Southwark Team 8,Pathway 1,Division 1,Site 5
1626,Lewisham Team 8,Pathway 3,Division 2,Site 2
1889,Croydon Team 7,Pathway 2,Division 1,Site 5
1360,Croydon Team 4,Pathway 1,Division 1,Site 4
1921,Lewisham Team 6,Pathway 3,Division 1,Site 9
1200,Croydon Team 6,Pathway 2,Division 2,Site 1
1195,Southwark Team 1,Pathway 3,Division 2,Site 6
1722,Croydon Team 3,Pathway 3,Division 2,Site 7
1199,Croydon Team 4,Pathway 2,Division 1,Site 6
1898,Southwark Team 4,Pathway 1,Division 1,Site 5
1518,Southwark Team 9,Pathway 1,Division 1,Site 4
1960,Southwark Team 12,Pathway 1,Division 1,Site 5
1592,Lambeth Team 7,Pathway 1,Division 2,Site 9
1980,Southwark Team 15,Pathway 3,Division 2,Site 5
1522,Croydon Team 1,Pathway 1,Division 2,Site 10
1974,Lambeth Team 14,Pathway 1,Division 2,Site 8
1943,Croydon Team 4,Pathway 3,Division 1,Site 7
1303,Lambeth Team 15,Pathway 3,Division 1,Site 4
1760,Lambeth Team 12,Pathway 2,Division 2,Site 10
1962,Southwark Team 14,Pathway 3,Division 1,Site 5
1832,Southwark Team 8,Pathway 2,Division 1,Site 7
1334,Lambeth Team 13,Pathway 2,Division 2,Site 6
1853,Lambeth Team 9,Pathway 1,Division 2,Site 3
1268,Southwark Team 9,Pathway 1,Division 1,Site 10
1331,Lewisham Team 8,Pathway 1,Division 2,Site 3
1227,Southwark Team 15,Pathway 3,Division 2,Site 2
1563,Lambeth Team 1,Pathway 3,Division 2,Site 3
1149,Lambeth Team 10,Pathway 1,Division 2,Site 11
1881,Lewisham Team 7,Pathway 1,Division 2,Site 10
1508,Croydon Team 7,Pathway 3,Division 2,Site 1
1179,Lambeth Team 15,Pathway 2,Division 2,Site 9
1656,Lambeth Team 9,Pathway 2,Division 2,Site 2
1160,Lambeth Team 13,Pathway 1,Division 2,Site 3
1370,Southwark Team 8,Pathway 1,Division 1,Site 5
1985,Lewisham Team 2,Pathway 1,Division 2,Site 10
1859,Lambeth Team 9,Pathway 2,Division 2,Site 4
1408,Lambeth Team 3,Pathway 1,Division 2,Site 5
1704,Southwark Team 15,Pathway 2,Division 1,Site 6
1138,Lambeth Team 9,Pathway 3,Division 2,Site 5
1160,Southwark Team 10,Pathway 3,Division 2,Site 10
1245,Croydon Team 7,Pathway 3,Division 1,Site 1
1525,Southwark Team 9,Pathway 1,Division 1,Site 6
1807,Lewisham Team 1,Pathway 3,Division 2,Site 9
1388,Lambeth Team 7,Pathway 2,Division 1,Site 3
1492,Lewisham Team 5,Pathway 2,Division 1,Site 2
1867,Southwark Team 10,Pathway 2,Division 1,Site 6
1003,Southwark Team 5,Pathway 1,Division 1,Site 3
1647,Southwark Team 2,Pathway 1,Division 1,Site 4
1372,Lewisham Team 5,Pathway 2,Division 2,Site 6
1014,Southwark Team 11,Pathway 2,Division 1,Site 6
1254,Southwark Team 4,Pathway 2,Division 2,Site 2
1297,Lewisham Team 6,Pathway 2,Division 2,Site 3
1017,Croydon Team 8,Pathway 3,Division 2,Site 9
1463,Lambeth Team 3,Pathway 2,Division 1,Site 2
1158,Croydon Team 3,Pathway 1,Division 2,Site 3
1647,Southwark Team 13,Pathway 1,Division 1,Site 9
1658,Southwark Team 7,Pathway 1,Division 2,Site 4
1794,Croydon Team 7,Pathway 1,Division 2,Site 1
1339,Southwark Team 4,Pathway 1,Division 2,Site 11
1192,Croydon Team 6,Pathway 2,Division 1,Site 2
1683,Southwark Team 1,Pathway 2,Division 2,Site 3
1164,Lambeth Team 6,Pathway 3,Division 1,Site 9
1041,Lewisham Team 6,Pathway 3,Division 1,Site 9
1227,Southwark Team 16,Pathway 3,Division 1,Site 11
1572,Croydon Team 8,Pathway 2,Division 2,Site 6
1806,Lewisham Team 3,Pathway 3,Division 2,Site 11
1657,Southwark Team 16,Pathway 2,Division 2,Site 6
1472,Lambeth Team 11,Pathway 1,Division 2,Site 3
1128,Lewisham Team 5,Pathway 2,Division 1,Site 5
1955,Lambeth Team 6,Pathway 2,Division 2,Site 11
1497,Southwark Team 12,Pathway 1,Division 1,Site 4
1915,Lambeth Team 7,Pathway 1,Division 1,Site 10
1051,Lewisham Team 1,Pathway 1,Division 2,Site 10
1442,Lambeth Team 8,Pathway 3,Division 2,Site 9
1455,Lewisham Team 2,Pathway 3,Division 1,Site 9
1723,Croydon Team 7,Pathway 3,Division 1,Site 1
1791,Croydon Team 4,Pathway 1,Division 2,Site 8
1978,Lambeth Team 15,Pathway 3,Division 2,Site 9
1859,Southwark Team 12,Pathway 1,Division 2,Site 5
1600,Southwark Team 15,Pathway 1,Division 1,Site 4
1793,Southwark Team 7,Pathway 1,Division 1,Site 10
1687,Croydon Team 7,Pathway 3,Division 2,Site 4
1094,Southwark Team 14,Pathway 3,Division 1,Site 2
1673,Croydon Team 1,Pathway 1,Division 1,Site 9
1395,Croydon Team 8,Pathway 3,Division 1,Site 5
1892,Southwark Team 15,Pathway 2,Division 1,Site 11
1960,Lambeth Team 2,Pathway 3,Division 2,Site 3
1873,Lambeth Team 15,Pathway 1,Division 1,Site 6
1306,Croydon Team 7,Pathway 1,Division 2,Site 9
1437,Southwark Team 12,Pathway 1,Division 2,Site 9
1432,Lambeth Team 7,Pathway 2,Division 1,Site 5
1114,Southwark Team 12,Pathway 1,Division 2,Site 8
1786,Southwark Team 6,Pathway 1,Division 2,Site 4
1064,Lambeth Team 13,Pathway 3,Division 2,Site 5
1529,Southwark Team 2,Pathway 2,Division 1,Site 7
1085,Lambeth Team 11,Pathway 3,Division 2,Site 7
1381,Lambeth Team 10,Pathway 1,Division 1,Site 7
1586,Lewisham Team 2,Pathway 1,Division 2,Site 8
1306,Lambeth Team 14,Pathway 2,Division 2,Site 11
1678,Lewisham Team 6,Pathway 1,Division 2,Site 5
1887,Lambeth Team 8,Pathway 2,Division 2,Site 1
1395,Lewisham Team 2,Pathway 3,Division 1,Site 11
1213,Lambeth Team 7,Pathway 2,Division 2,Site 9
1463,Lewisham Team 3,Pathway 3,Division 2,Site 9
1258,Lambeth Team 7,Pathway 1,Division 2,Site 7
1833,Lambeth Team 7,Pathway 3,Division 1,Site 6
1413,Croydon Team 1,Pathway 3,Division 1,Site 5
1372,Lewisham Team 5,Pathway 3,Division 2,Site 5
1405,Lambeth Team 7,Pathway 2,Division 2,Site 3
1859,Southwark Team 5,Pathway 3,Division 2,Site 10
1374,Southwark Team 3,Pathway 2,Division 2,Site 1
1043,Croydon Team 5,Pathway 2,Division 1,Site 6
1911,Croydon Team 3,Pathway 2,Division 1,Site 8
1922,Croydon Team 1,Pathway 1,Division 1,Site 2
1090,Lambeth Team 14,Pathway 1,Division 2,Site 8
1626,Lewisham Team 9,Pathway 1,Division 2,Site 8
1927,Lambeth Team 14,Pathway 2,Division 2,Site 10
1507,Southwark Team 6,Pathway 1,Division 2,Site 8
1524,Southwark Team 12,Pathway 3,Division 1,Site 10
1993,Croydon Team 6,Pathway 2,Division 1,Site 3
1146,Southwark Team 11,Pathway 1,Division 1,Site 10
1399,Southwark Team 12,Pathway 2,Division 2,Site 8
1300,Southwark Team 9,Pathway 1,Division 2,Site 11
1363,Lambeth Team 5,Pathway 3,Division 2,Site 4
1104,Croydon Team 2,Pathway 2,Division 2,Site 3
1171,Lewisham Team 7,Pathway 1,Division 2,Site 11
1464,Southwark Team 13,Pathway 1,Division 1,Site 9
1693,Croydon Team 2,Pathway 3,Division 2,Site 8
1812,Croydon Team 3,Pathway 3,Division 2,Site 10
1773,Lewisham Team 1,Pathway 1,Division 1,Site 2
1820,Southwark Team 9,Pathway 1,Division 1,Site 8
1447,Lambeth Team 6,Pathway 2,Division 2,Site 11
1762,Lambeth Team 10,Pathway 2,Division 1,Site 11
1605,Croydon Team 6,Pathway 1,Division 2,Site 3
1375,Lambeth Team 3,Pathway 3,Division 2,Site 10
1795,Lambeth Team 7,Pathway 2,Division 1,Site 6
1118,Southwark Team 14,Pathway 1,Division 2,Site 5
1944,Lewisham Team 3,Pathway 3,Division 2,Site 8
1368,Lambeth Team 7,Pathway 3,Division 2,Site 9
1244,Southwark Team 2,Pathway 1,Division 1,Site 11
1617,Lambeth Team 13,Pathway 1,Division 1,Site 7
1394,Southwark Team 6,Pathway 2,Division 1,Site 6
1394,Southwark Team 16,Pathway 1,Division 1,Site 6
1264,Lambeth Team 9,Pathway 2,Division 2,Site 1
1583,Croydon Team 5,Pathway 3,Division 1,Site 5
1753,Croydon Team 7,Pathway 2,Division 2,Site 8
1934,Lambeth Team 13,Pathway 1,Division 1,Site 6
1577,Southwark Team 2,Pathway 2,Division 1,Site 1
1845,Lambeth Team 8,Pathway 3,Division 2,Site 5
1325,Lambeth Team 9,Pathway 3,Division 1,Site 11
1554,Lambeth Team 9,Pathway 1,Division 1,Site 5
1769,Lewisham Team 9,Pathway 2,Division 2,Site 3
1586,Croydon Team 8,Pathway 1,Division 1,Site 8
1035,Southwark Team 15,Pathway 1,Division 2,Site 9
1131,Lambeth Team 7,Pathway 3,Division 1,Site 6
1868,Southwark Team 2,Pathway 2,Division 2,Site 6
1805,Lewisham Team 8,Pathway 1,Division 1,Site 2
1218,Lewisham Team 7,Pathway 3,Division 2,Site 10
1618,Lambeth Team 5,Pathway 1,Division 1,Site 2
1394,Southwark Team 2,Pathway 2,Division 2,Site 6
1430,Lewisham Team 9,Pathway 1,Division 1,Site 8
1274,Lambeth Team 1,Pathway 2,Division 1,Site 2
1432,Southwark Team 1,Pathway 3,Division 1,Site 9
1307,Southwark Team 2,Pathway 3,Division 2,Site 9
1896,Southwark Team 15,Pathway 1,Division 2,Site 4
1727,Southwark Team 16,Pathway 3,Division 1,Site 4
1864,Lewisham Team 4,Pathway 1,Division 1,Site 4
1904,Croydon Team 5,Pathway 1,Division 1,Site 11
1313,Lambeth Team 8,Pathway 2,Division 1,Site 5
1869,Croydon Team 8,Pathway 1,Division 1,Site 8
1335,Southwark Team 15,Pathway 2,Division 1,Site 2
1833,Lewisham Team 8,Pathway 1,Division 1,Site 11
1767,Southwark Team 6,Pathway 2,Division 1,Site 5
1792,Lambeth Team 15,Pathway 3,Division 1,Site 2
1746,Lewisham Team 3,Pathway 1,Division 1,Site 11
1899,Southwark Team 12,Pathway 2,Division 2,Site 11
1898,Lambeth Team 2,Pathway 1,Division 2,Site 8
1069,Lambeth Team 10,Pathway 2,Division 1,Site 1
1268,Lambeth Team 5,Pathway 2,Division 1,Site 7
1610,Southwark Team 12,Pathway 1,Division 1,Site 3
1724,Lambeth Team 4,Pathway 1,Division 2,Site 4
1873,Croydon Team 7,Pathway 3,Division 2,Site 8
1063,Lambeth Team 13,Pathway 3,Division 1,Site 3
1738,Southwark Team 2,Pathway 3,Division 1,Site 7
1455,Southwark Team 6,Pathway 1,Division 1,Site 1
1556,Southwark Team 8,Pathway 3,Division 2,Site 9
1304,Lewisham Team 2,Pathway 2,Division 2,Site 6
1970,Lambeth Team 15,Pathway 1,Division 2,Site 3
1061,Lambeth Team 14,Pathway 2,Division 2,Site 7
1871,Lambeth Team 9,Pathway 2,Division 1,Site 5
1611,Croydon Team 4,Pathway 2,Division 1,Site 8
1867,Lewisham Team 6,Pathway 1,Division 1,Site 8
1264,Southwark Team 15,Pathway 1,Division 1,Site 9
1556,Southwark Team 14,Pathway 3,Division 1,Site 6
1848,Southwark Team 8,Pathway 3,Division 2,Site 4
1655,Lewisham Team 3,Pathway 3,Division 1,Site 2
1881,Lambeth Team 7,Pathway 3,Division 1,Site 3
1276,Lambeth Team 9,Pathway 2,Division 2,Site 5
1740,Lambeth Team 4,Pathway 1,Division 1,Site 8
1647,Lambeth Team 2,Pathway 3,Division 1,Site 10
1026,Southwark Team 12,Pathway 2,Division 1,Site 2
1620,Lewisham Team 2,Pathway 1,Division 2,Site 5
1425,Lewisham Team 1,Pathway 1,Division 1,Site 9
1596,Croydon Team 4,Pathway 1,Division 2,Site 2
1003,Croydon Team 5,Pathway 2,Division 2,Site 8
1413,Croydon Team 6,Pathway 3,Division 2,Site 3
1214,Lewisham Team 6,Pathway 1,Division 2,Site 8
1908,Southwark Team 12,Pathway 2,Division 1,Site 4
1036,Southwark Team 13,Pathway 1,Division 2,Site 4
1058,Lambeth Team 3,Pathway 2,Division 1,Site 7
1754,Lewisham Team 5,Pathway 3,Division 2,Site 5
1216,Croydon Team 3,Pathway 3,Division 1,Site 4
1442,Lambeth Team 8,Pathway 1,Division 1,Site 7
1011,Croydon Team 4,Pathway 3,Division 1,Site 3
1928,Croydon Team 1,Pathway 3,Division 1,Site 9
1660,Lewisham Team 6,Pathway 2,Division 1,Site 5
1184,Croydon Team 5,Pathway 2,Division 1,Site 3
1167,Lewisham Team 7,Pathway 1,Division 1,Site 2
1669,Southwark Team 7,Pathway 2,Division 1,Site 7
1798,Lambeth Team 14,Pathway 3,Division 1,Site 7
1066,Lambeth Team 15,Pathway 2,Division 1,Site 5
1739,Croydon Team 6,Pathway 3,Division 2,Site 4
1534,Lambeth Team 4,Pathway 1,Division 1,Site 11
1197,Southwark Team 3,Pathway 3,Division 1,Site 2
1755,Lambeth Team 1,Pathway 2,Division 1,Site 2
1592,Lambeth Team 12,Pathway 2,Division 2,Site 7
1934,Croydon Team 1,Pathway 2,Division 2,Site 10
1381,Croydon Team 2,Pathway 2,Division 1,Site 7
1803,Southwark Team 2,Pathway 1,Division 1,Site 4
1613,Southwark Team 4,Pathway 3,Division 2,Site 4
1367,Lewisham Team 5,Pathway 2,Division 1,Site 4
1872,Croydon Team 8,Pathway 3,Division 1,Site 11
1868,Lambeth Team 7,Pathway 1,Division 2,Site 2
1846,Lambeth Team 9,Pathway 3,Division 2,Site 9
1288,Lambeth Team 8,Pathway 2,Division 1,Site 1
1634,Southwark Team 10,Pathway 3,Division 1,Site 8
1371,Lambeth Team 7,Pathway 2,Division 1,Site 6
1074,Croydon Team 2,Pathway 2,Division 2,Site 10
1219,Lambeth Team 8,Pathway 1,Division 1,Site 7
1731,Southwark Team 9,Pathway 1,Division 1,Site 5
1416,Southwark Team 2,Pathway 3,Division 2,Site 6
1180,Lambeth Team 12,Pathway 3,Division 1,Site 6
1612,Croydon Team 6,Pathway 2,Division 1,Site 9
1589,Southwark Team 16,Pathway 2,Division 1,Site 10
1934,Lambeth Team 12,Pathway 2,Division 1,Site 4
1519,Lambeth Team 2,Pathway 2,Division 2,Site 11
1374,Lambeth Team 12,Pathway 1,Division 2,Site 5
1541,Southwark Team 12,Pathway 2,Division 2,Site 4
1553,Croydon Team 6,Pathway 1,Division 1,Site 1
1108,Lambeth Team 7,Pathway 3,Division 1,Site 10
1200,Lambeth Team 13,Pathway 3,Division 1,Site 6
1067,Lewisham Team 5,Pathway 1,Division 1,Site 5
1600,Lambeth Team 1,Pathway 2,Division 2,Site 4
1851,Lewisham Team 4,Pathway 3,Division 1,Site 6
1394,Southwark Team 15,Pathway 1,Division 1,Site 5
1676,Southwark Team 16,Pathway 3,Division 1,Site 3
1177,Southwark Team 2,Pathway 2,Division 2,Site 2
1833,Lambeth Team 8,Pathway 1,Division 1,Site 6
1670,Lambeth Team 3,Pathway 3,Division 1,Site 4
1830,Lambeth Team 10,Pathway 2,Division 1,Site 11
1784,Lewisham Team 3,Pathway 1,Division 1,Site 10
1473,Southwark Team 7,Pathway 1,Division 1,Site 3
1475,Lambeth Team 4,Pathway 1,Division 2,Site 8
1299,Lewisham Team 1,Pathway 1,Division 1,Site 9
1243,Southwark Team 14,Pathway 3,Division 1,Site 7
1075,Croydon Team 6,Pathway 1,Division 1,Site 2
1174,Lambeth Team 11,Pathway 1,Division 1,Site 8
1464,Croydon Team 6,Pathway 1,Division 1,Site 11
1740,Lambeth Team 13,Pathway 1,Division 2,Site 11
1775,Lambeth Team 4,Pathway 1,Division 1,Site 5
1886,Lambeth Team 2,Pathway 2,Division 2,Site 11
1315,Lewisham Team 3,Pathway 3,Division 2,Site 10
1131,Croydon Team 3,Pathway 2,Division 1,Site 7
1115,Southwark Team 7,Pathway 3,Division 1,Site 5
1295,Lambeth Team 5,Pathway 1,Division 2,Site 2
1095,Lambeth Team 9,Pathway 3,Division 1,Site 4
1164,Southwark Team 5,Pathway 1,Division 2,Site 11
1160,Southwark Team 6,Pathway 1,Division 2,Site 5
1306,Southwark Team 2,Pathway 2,Division 1,Site 6
1106,Lambeth Team 12,Pathway 2,Division 1,Site 5
1243,Southwark Team 13,Pathway 2,Division 2,Site 10
1452,Southwark Team 3,Pathway 3,Division 1,Site 11
1012,Lambeth Team 3,Pathway 3,Division 2,Site 1
